CCAA;Viajeros_y_tasas;Periodo;Total
14 Murcia, Región de;Variación de la media en lo que va de año;2012M03;7,7
14 Murcia, Región de;Variación de la media en lo que va de año;2012M02;12,2
14 Murcia, Región de;Variación de la media en lo que va de año;2012M01;14,8
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2020M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2019M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2018M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2017M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2016M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2015M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2014M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2013M01;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M12;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M11;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M10;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M09;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M08;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M07;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M06;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M05;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M04;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M03;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M02;.
15 Navarra, Comunidad Foral de;Viajeros transportados;2012M01;.
15 Navarra, Comunidad Foral de;Variación anual;2020M10;.
15 Navarra, Comunidad Foral de;Variación anual;2020M09;.
15 Navarra, Comunidad Foral de;Variación anual;2020M08;.
15 Navarra, Comunidad Foral de;Variación anual;2020M07;.
15 Navarra, Comunidad Foral de;Variación anual;2020M06;.
15 Navarra, Comunidad Foral de;Variación anual;2020M05;.
15 Navarra, Comunidad Foral de;Variación anual;2020M04;.
15 Navarra, Comunidad Foral de;Variación anual;2020M03;.
15 Navarra, Comunidad Foral de;Variación anual;2020M02;.
15 Navarra, Comunidad Foral de;Variación anual;2020M01;.
15 Navarra, Comunidad Foral de;Variación anual;2019M12;.
15 Navarra, Comunidad Foral de;Variación anual;2019M11;.
15 Navarra, Comunidad Foral de;Variación anual;2019M10;.
15 Navarra, Comunidad Foral de;Variación anual;2019M09;.
15 Navarra, Comunidad Foral de;Variación anual;2019M08;.
15 Navarra, Comunidad Foral de;Variación anual;2019M07;.
15 Navarra, Comunidad Foral de;Variación anual;2019M06;.
15 Navarra, Comunidad Foral de;Variación anual;2019M05;.
15 Navarra, Comunidad Foral de;Variación anual;2019M04;.
15 Navarra, Comunidad Foral de;Variación anual;2019M03;.
15 Navarra, Comunidad Foral de;Variación anual;2019M02;.
15 Navarra, Comunidad Foral de;Variación anual;2019M01;.
15 Navarra, Comunidad Foral de;Variación anual;2018M12;.
15 Navarra, Comunidad Foral de;Variación anual;2018M11;.
15 Navarra, Comunidad Foral de;Variación anual;2018M10;.
15 Navarra, Comunidad Foral de;Variación anual;2018M09;.
15 Navarra, Comunidad Foral de;Variación anual;2018M08;.
15 Navarra, Comunidad Foral de;Variación anual;2018M07;.
15 Navarra, Comunidad Foral de;Variación anual;2018M06;.
15 Navarra, Comunidad Foral de;Variación anual;2018M05;.
15 Navarra, Comunidad Foral de;Variación anual;2018M04;.
15 Navarra, Comunidad Foral de;Variación anual;2018M03;.
15 Navarra, Comunidad Foral de;Variación anual;2018M02;.
15 Navarra, Comunidad Foral de;Variación anual;2018M01;.
15 Navarra, Comunidad Foral de;Variación anual;2017M12;.
15 Navarra, Comunidad Foral de;Variación anual;2017M11;.
15 Navarra, Comunidad Foral de;Variación anual;2017M10;.
15 Navarra, Comunidad Foral de;Variación anual;2017M09;.
15 Navarra, Comunidad Foral de;Variación anual;2017M08;.
15 Navarra, Comunidad Foral de;Variación anual;2017M07;.
15 Navarra, Comunidad Foral de;Variación anual;2017M06;.
15 Navarra, Comunidad Foral de;Variación anual;2017M05;.
15 Navarra, Comunidad Foral de;Variación anual;2017M04;.
15 Navarra, Comunidad Foral de;Variación anual;2017M03;.
15 Navarra, Comunidad Foral de;Variación anual;2017M02;.
15 Navarra, Comunidad Foral de;Variación anual;2017M01;.
15 Navarra, Comunidad Foral de;Variación anual;2016M12;.
15 Navarra, Comunidad Foral de;Variación anual;2016M11;.
15 Navarra, Comunidad Foral de;Variación anual;2016M10;.
15 Navarra, Comunidad Foral de;Variación anual;2016M09;.
15 Navarra, Comunidad Foral de;Variación anual;2016M08;.
15 Navarra, Comunidad Foral de;Variación anual;2016M07;.
15 Navarra, Comunidad Foral de;Variación anual;2016M06;.
15 Navarra, Comunidad Foral de;Variación anual;2016M05;.
15 Navarra, Comunidad Foral de;Variación anual;2016M04;.
15 Navarra, Comunidad Foral de;Variación anual;2016M03;.
15 Navarra, Comunidad Foral de;Variación anual;2016M02;.
15 Navarra, Comunidad Foral de;Variación anual;2016M01;.
15 Navarra, Comunidad Foral de;Variación anual;2015M12;.
15 Navarra, Comunidad Foral de;Variación anual;2015M11;.
15 Navarra, Comunidad Foral de;Variación anual;2015M10;.
15 Navarra, Comunidad Foral de;Variación anual;2015M09;.
15 Navarra, Comunidad Foral de;Variación anual;2015M08;.
15 Navarra, Comunidad Foral de;Variación anual;2015M07;.
15 Navarra, Comunidad Foral de;Variación anual;2015M06;.
15 Navarra, Comunidad Foral de;Variación anual;2015M05;.
15 Navarra, Comunidad Foral de;Variación anual;2015M04;.
15 Navarra, Comunidad Foral de;Variación anual;2015M03;.
15 Navarra, Comunidad Foral de;Variación anual;2015M02;.
15 Navarra, Comunidad Foral de;Variación anual;2015M01;.
15 Navarra, Comunidad Foral de;Variación anual;2014M12;.
15 Navarra, Comunidad Foral de;Variación anual;2014M11;.
15 Navarra, Comunidad Foral de;Variación anual;2014M10;.
15 Navarra, Comunidad Foral de;Variación anual;2014M09;.
15 Navarra, Comunidad Foral de;Variación anual;2014M08;.
15 Navarra, Comunidad Foral de;Variación anual;2014M07;.
15 Navarra, Comunidad Foral de;Variación anual;2014M06;.
15 Navarra, Comunidad Foral de;Variación anual;2014M05;.
15 Navarra, Comunidad Foral de;Variación anual;2014M04;.
15 Navarra, Comunidad Foral de;Variación anual;2014M03;.
15 Navarra, Comunidad Foral de;Variación anual;2014M02;.
15 Navarra, Comunidad Foral de;Variación anual;2014M01;.
15 Navarra, Comunidad Foral de;Variación anual;2013M12;.
15 Navarra, Comunidad Foral de;Variación anual;2013M11;.
15 Navarra, Comunidad Foral de;Variación anual;2013M10;.
15 Navarra, Comunidad Foral de;Variación anual;2013M09;.
15 Navarra, Comunidad Foral de;Variación anual;2013M08;.
15 Navarra, Comunidad Foral de;Variación anual;2013M07;.
15 Navarra, Comunidad Foral de;Variación anual;2013M06;.
15 Navarra, Comunidad Foral de;Variación anual;2013M05;.
15 Navarra, Comunidad Foral de;Variación anual;2013M04;.
15 Navarra, Comunidad Foral de;Variación anual;2013M03;.
15 Navarra, Comunidad Foral de;Variación anual;2013M02;.
15 Navarra, Comunidad Foral de;Variación anual;2013M01;.
15 Navarra, Comunidad Foral de;Variación anual;2012M12;.
15 Navarra, Comunidad Foral de;Variación anual;2012M11;.
15 Navarra, Comunidad Foral de;Variación anual;2012M10;.
15 Navarra, Comunidad Foral de;Variación anual;2012M09;.
15 Navarra, Comunidad Foral de;Variación anual;2012M08;.
15 Navarra, Comunidad Foral de;Variación anual;2012M07;.
15 Navarra, Comunidad Foral de;Variación anual;2012M06;.
15 Navarra, Comunidad Foral de;Variación anual;2012M05;.
15 Navarra, Comunidad Foral de;Variación anual;2012M04;.
15 Navarra, Comunidad Foral de;Variación anual;2012M03;.
15 Navarra, Comunidad Foral de;Variación anual;2012M02;.
15 Navarra, Comunidad Foral de;Variación anual;2012M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2020M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2019M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2018M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2017M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2016M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2015M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2014M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2013M01;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M12;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M11;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M10;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M09;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M08;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M07;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M06;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M05;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M04;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M03;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M02;.
15 Navarra, Comunidad Foral de;Variación de la media en lo que va de año;2012M01;.
16 País Vasco;Viajeros transportados;2020M10;5.451
16 País Vasco;Viajeros transportados;2020M09;4.929
16 País Vasco;Viajeros transportados;2020M08;3.702
16 País Vasco;Viajeros transportados;2020M07;4.444
16 País Vasco;Viajeros transportados;2020M06;3.635
16 País Vasco;Viajeros transportados;2020M05;1.701
16 País Vasco;Viajeros transportados;2020M04;656
16 País Vasco;Viajeros transportados;2020M03;3.551
16 País Vasco;Viajeros transportados;2020M02;7.885
16 País Vasco;Viajeros transportados;2020M01;7.895
16 País Vasco;Viajeros transportados;2019M12;7.897
16 País Vasco;Viajeros transportados;2019M11;7.987
16 País Vasco;Viajeros transportados;2019M10;8.445
16 País Vasco;Viajeros transportados;2019M09;7.618
16 País Vasco;Viajeros transportados;2019M08;6.492
16 País Vasco;Viajeros transportados;2019M07;7.282
16 País Vasco;Viajeros transportados;2019M06;7.556
16 País Vasco;Viajeros transportados;2019M05;8.041
16 País Vasco;Viajeros transportados;2019M04;6.998
16 País Vasco;Viajeros transportados;2019M03;7.704
16 País Vasco;Viajeros transportados;2019M02;7.368
16 País Vasco;Viajeros transportados;2019M01;7.641
16 País Vasco;Viajeros transportados;2018M12;7.266
16 País Vasco;Viajeros transportados;2018M11;7.915
16 País Vasco;Viajeros transportados;2018M10;8.096
16 País Vasco;Viajeros transportados;2018M09;7.523
16 País Vasco;Viajeros transportados;2018M08;6.456
16 País Vasco;Viajeros transportados;2018M07;7.113
16 País Vasco;Viajeros transportados;2018M06;7.574
16 País Vasco;Viajeros transportados;2018M05;7.944
16 País Vasco;Viajeros transportados;2018M04;7.276
16 País Vasco;Viajeros transportados;2018M03;7.593
16 País Vasco;Viajeros transportados;2018M02;7.205
16 País Vasco;Viajeros transportados;2018M01;7.748
16 País Vasco;Viajeros transportados;2017M12;7.359
16 País Vasco;Viajeros transportados;2017M11;7.836
16 País Vasco;Viajeros transportados;2017M10;7.840
16 País Vasco;Viajeros transportados;2017M09;7.416
16 País Vasco;Viajeros transportados;2017M08;6.307
16 País Vasco;Viajeros transportados;2017M07;6.778
16 País Vasco;Viajeros transportados;2017M06;7.572
16 País Vasco;Viajeros transportados;2017M05;8.002
16 País Vasco;Viajeros transportados;2017M04;6.595
16 País Vasco;Viajeros transportados;2017M03;8.266
16 País Vasco;Viajeros transportados;2017M02;7.467
16 País Vasco;Viajeros transportados;2017M01;7.551
16 País Vasco;Viajeros transportados;2016M12;7.545
16 País Vasco;Viajeros transportados;2016M11;7.706
16 País Vasco;Viajeros transportados;2016M10;7.427
16 País Vasco;Viajeros transportados;2016M09;7.497
16 País Vasco;Viajeros transportados;2016M08;6.243
16 País Vasco;Viajeros transportados;2016M07;6.773
16 País Vasco;Viajeros transportados;2016M06;7.389
16 País Vasco;Viajeros transportados;2016M05;7.759
16 País Vasco;Viajeros transportados;2016M04;7.452
16 País Vasco;Viajeros transportados;2016M03;7.157
16 País Vasco;Viajeros transportados;2016M02;7.402
16 País Vasco;Viajeros transportados;2016M01;7.350
16 País Vasco;Viajeros transportados;2015M12;7.360
16 País Vasco;Viajeros transportados;2015M11;7.480
16 País Vasco;Viajeros transportados;2015M10;7.578
16 País Vasco;Viajeros transportados;2015M09;7.175
16 País Vasco;Viajeros transportados;2015M08;5.683
16 País Vasco;Viajeros transportados;2015M07;6.730
16 País Vasco;Viajeros transportados;2015M06;7.175
16 País Vasco;Viajeros transportados;2015M05;7.283
16 País Vasco;Viajeros transportados;2015M04;6.524
16 País Vasco;Viajeros transportados;2015M03;7.332
16 País Vasco;Viajeros transportados;2015M02;6.863
16 País Vasco;Viajeros transportados;2015M01;7.069
16 País Vasco;Viajeros transportados;2014M12;7.271
16 País Vasco;Viajeros transportados;2014M11;7.221
16 País Vasco;Viajeros transportados;2014M10;7.648
16 País Vasco;Viajeros transportados;2014M09;7.072
16 País Vasco;Viajeros transportados;2014M08;5.472
16 País Vasco;Viajeros transportados;2014M07;6.428
16 País Vasco;Viajeros transportados;2014M06;6.784
16 País Vasco;Viajeros transportados;2014M05;7.222
16 País Vasco;Viajeros transportados;2014M04;6.359
16 País Vasco;Viajeros transportados;2014M03;7.333
16 País Vasco;Viajeros transportados;2014M02;6.984
16 País Vasco;Viajeros transportados;2014M01;7.353
16 País Vasco;Viajeros transportados;2013M12;7.084
16 País Vasco;Viajeros transportados;2013M11;7.207
16 País Vasco;Viajeros transportados;2013M10;7.326
16 País Vasco;Viajeros transportados;2013M09;6.712
16 País Vasco;Viajeros transportados;2013M08;5.431
16 País Vasco;Viajeros transportados;2013M07;6.263
16 País Vasco;Viajeros transportados;2013M06;6.384
16 País Vasco;Viajeros transportados;2013M05;7.054
16 País Vasco;Viajeros transportados;2013M04;6.703
16 País Vasco;Viajeros transportados;2013M03;6.709
16 País Vasco;Viajeros transportados;2013M02;6.652
16 País Vasco;Viajeros transportados;2013M01;7.286
16 País Vasco;Viajeros transportados;2012M12;6.704
16 País Vasco;Viajeros transportados;2012M11;6.806
16 País Vasco;Viajeros transportados;2012M10;6.984
16 País Vasco;Viajeros transportados;2012M09;6.738
16 País Vasco;Viajeros transportados;2012M08;5.508
16 País Vasco;Viajeros transportados;2012M07;6.171
16 País Vasco;Viajeros transportados;2012M06;7.238
16 País Vasco;Viajeros transportados;2012M05;7.443
16 País Vasco;Viajeros transportados;2012M04;6.410
16 País Vasco;Viajeros transportados;2012M03;7.529
16 País Vasco;Viajeros transportados;2012M02;7.417
16 País Vasco;Viajeros transportados;2012M01;7.431
16 País Vasco;Variación anual;2020M10;-35,5
16 País Vasco;Variación anual;2020M09;-35,3
16 País Vasco;Variación anual;2020M08;-43,0
16 País Vasco;Variación anual;2020M07;-39,0
16 País Vasco;Variación anual;2020M06;-51,9
16 País Vasco;Variación anual;2020M05;-78,8
16 País Vasco;Variación anual;2020M04;-90,6
16 País Vasco;Variación anual;2020M03;-53,9
16 País Vasco;Variación anual;2020M02;7,0
16 País Vasco;Variación anual;2020M01;3,3
16 País Vasco;Variación anual;2019M12;8,7
16 País Vasco;Variación anual;2019M11;0,9
16 País Vasco;Variación anual;2019M10;4,3
16 País Vasco;Variación anual;2019M09;1,3
16 País Vasco;Variación anual;2019M08;0,6
16 País Vasco;Variación anual;2019M07;2,4
16 País Vasco;Variación anual;2019M06;-0,2
